QB,RB,RB,WR,WR,WR,TE,WR,DST
"Andy Dalton","Bishop Sankey","Latavius Murray","A.J. Green","Demaryius Thomas","Golden Tate","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Latavius Murray","A.J. Green","Demaryius Thomas","Golden Tate","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Latavius Murray","A.J. Green","Calvin Johnson","Jarvis Landry","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Doug Martin","Latavius Murray","A.J. Green","Calvin Johnson","Jarvis Landry","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Latavius Murray","A.J. Green","Calvin Johnson","Jarvis Landry","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Latavius Murray","A.J. Green","Calvin Johnson","Jarvis Landry","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Latavius Murray","A.J. Green","Dez Bryant","Jarvis Landry","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Latavius Murray","A.J. Green","Dez Bryant","Jarvis Landry","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Allen Robinson","Jeremy Maclin","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Latavius Murray","A.J. Green","Golden Tate","Jeremy Maclin","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Jarvis Landry","Jeremy Maclin","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Latavius Murray","A.J. Green","Brandon Marshall","John Brown","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Brandon Marshall","John Brown","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Calvin Johnson","John Brown","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Latavius Murray","A.J. Green","Demaryius Thomas","John Brown","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Latavius Murray","A.J. Green","Demaryius Thomas","John Brown","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Doug Martin","Latavius Murray","A.J. Green","Demaryius Thomas","John Brown","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Latavius Murray","A.J. Green","Demaryius Thomas","John Brown","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Latavius Murray","A.J. Green","Demaryius Thomas","John Brown","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Latavius Murray","A.J. Green","Dez Bryant","John Brown","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Jeremy Maclin","John Brown","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Latavius Murray","A.J. Green","Calvin Johnson","Jordan Matthews","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Doug Martin","Latavius Murray","A.J. Green","Calvin Johnson","Jordan Matthews","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Latavius Murray","A.J. Green","Calvin Johnson","Jordan Matthews","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Latavius Murray","A.J. Green","Calvin Johnson","Jordan Matthews","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Latavius Murray","A.J. Green","Dez Bryant","Jordan Matthews","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Latavius Murray","A.J. Green","Dez Bryant","Jordan Matthews","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Jeremy Maclin","Jordan Matthews","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Calvin Johnson","Kamar Aiken","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Demaryius Thomas","Kamar Aiken","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Latavius Murray","A.J. Green","Julio Jones","Kamar Aiken","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Allen Robinson","Keenan Allen","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Latavius Murray","A.J. Green","Golden Tate","Keenan Allen","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Jarvis Landry","Keenan Allen","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","John Brown","Keenan Allen","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Jordan Matthews","Keenan Allen","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Allen Robinson","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Latavius Murray","A.J. Green","Calvin Johnson","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Latavius Murray","A.J. Green","Davante Adams","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Davante Adams","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Latavius Murray","A.J. Green","Dez Bryant","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Latavius Murray","A.J. Green","John Brown","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Jordan Matthews","Larry Fitzgerald","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Latavius Murray","A.J. Green","Calvin Johnson","Leonard Hankerson","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Calvin Johnson","Leonard Hankerson","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Dez Bryant","Leonard Hankerson","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Latavius Murray","A.J. Green","Julio Jones","Leonard Hankerson","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Latavius Murray","A.J. Green","Calvin Johnson","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Doug Martin","Latavius Murray","A.J. Green","Calvin Johnson","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Latavius Murray","A.J. Green","Calvin Johnson","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Latavius Murray","A.J. Green","Calvin Johnson","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Latavius Murray","A.J. Green","Dez Bryant","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Latavius Murray","A.J. Green","Dez Bryant","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Jeremy Maclin","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Keenan Allen","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Larry Fitzgerald","Marques Colston","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Allen Robinson","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Latavius Murray","A.J. Green","Demaryius Thomas","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Golden Tate","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Jarvis Landry","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Jeremy Maclin","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Jordan Matthews","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Keenan Allen","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Marques Colston","Nelson Agholor","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Allen Robinson","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Latavius Murray","A.J. Green","Calvin Johnson","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Latavius Murray","A.J. Green","Davante Adams","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Davante Adams","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Latavius Murray","A.J. Green","Dez Bryant","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Latavius Murray","A.J. Green","John Brown","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Jordan Matthews","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Larry Fitzgerald","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Marques Colston","Rueben Randle","Martellus Bennett","Steve Smith Sr.","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Latavius Murray","A.J. Green","Allen Robinson","Calvin Johnson","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Latavius Murray","A.J. Green","Brandon Marshall","Calvin Johnson","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Latavius Murray","A.J. Green","Brandon Marshall","Calvin Johnson","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Latavius Murray","A.J. Green","Brandon Marshall","Calvin Johnson","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Latavius Murray","A.J. Green","Allen Robinson","Davante Adams","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Allen Robinson","Davante Adams","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Latavius Murray","A.J. Green","Davante Adams","Demaryius Thomas","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Latavius Murray","A.J. Green","Calvin Johnson","DeVante Parker","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Calvin Johnson","DeVante Parker","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Latavius Murray","A.J. Green","Allen Robinson","Dez Bryant","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Latavius Murray","A.J. Green","Brandon Marshall","Dez Bryant","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Latavius Murray","A.J. Green","Brandon Marshall","Dez Bryant","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","DeVante Parker","Dez Bryant","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Latavius Murray","A.J. Green","Calvin Johnson","Golden Tate","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Latavius Murray","A.J. Green","Calvin Johnson","Jarvis Landry","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Latavius Murray","A.J. Green","Davante Adams","Jarvis Landry","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Davante Adams","Jarvis Landry","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Latavius Murray","A.J. Green","Dez Bryant","Jarvis Landry","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Brandon Marshall","Jeremy Maclin","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Latavius Murray","A.J. Green","Calvin Johnson","Jeremy Maclin","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Latavius Murray","A.J. Green","Calvin Johnson","Jeremy Maclin","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Davante Adams","Jeremy Maclin","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Latavius Murray","A.J. Green","Demaryius Thomas","Jeremy Maclin","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Bishop Sankey","Latavius Murray","A.J. Green","Demaryius Thomas","Jeremy Maclin","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Latavius Murray","A.J. Green","Demaryius Thomas","Jeremy Maclin","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Latavius Murray","A.J. Green","Allen Robinson","John Brown","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Latavius Murray","A.J. Green","Demaryius Thomas","John Brown","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Latavius Murray","A.J. Green","Golden Tate","John Brown","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Golden Tate","John Brown","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Latavius Murray","A.J. Green","Jarvis Landry","John Brown","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Allen Robinson","Jordan Matthews","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Latavius Murray","A.J. Green","Calvin Johnson","Jordan Matthews","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Davante Adams","Jordan Matthews","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Latavius Murray","A.J. Green","Dez Bryant","Jordan Matthews","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Latavius Murray","A.J. Green","John Brown","Jordan Matthews","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Latavius Murray","A.J. Green","DeVante Parker","Julio Jones","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Dez Bryant","Kamar Aiken","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Brandon Marshall","Keenan Allen","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Latavius Murray","A.J. Green","Calvin Johnson","Keenan Allen","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Latavius Murray","A.J. Green","Calvin Johnson","Keenan Allen","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Davante Adams","Keenan Allen","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Latavius Murray","A.J. Green","Demaryius Thomas","Keenan Allen","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Bishop Sankey","Latavius Murray","A.J. Green","Demaryius Thomas","Keenan Allen","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Latavius Murray","A.J. Green","Demaryius Thomas","Keenan Allen","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Latavius Murray","A.J. Green","Jeremy Maclin","Keenan Allen","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Allen Robinson","Larry Fitzgerald","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Brandon Marshall","Larry Fitzgerald","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Latavius Murray","A.J. Green","Dez Bryant","Larry Fitzgerald","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Latavius Murray","A.J. Green","Dez Bryant","Larry Fitzgerald","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Latavius Murray","A.J. Green","Dez Bryant","Larry Fitzgerald","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Jarvis Landry","Larry Fitzgerald","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Jordan Matthews","Larry Fitzgerald","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Latavius Murray","A.J. Green","Julio Jones","Larry Fitzgerald","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Bishop Sankey","Latavius Murray","A.J. Green","Julio Jones","Larry Fitzgerald","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Latavius Murray","A.J. Green","Julio Jones","Larry Fitzgerald","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Allen Robinson","Marques Colston","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Latavius Murray","A.J. Green","Calvin Johnson","Marques Colston","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Latavius Murray","A.J. Green","Davante Adams","Marques Colston","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Davante Adams","Marques Colston","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Latavius Murray","A.J. Green","Dez Bryant","Marques Colston","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Latavius Murray","A.J. Green","John Brown","Marques Colston","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Jordan Matthews","Marques Colston","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Larry Fitzgerald","Marques Colston","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Brandon Marshall","Nelson Agholor","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Latavius Murray","A.J. Green","Calvin Johnson","Nelson Agholor","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Latavius Murray","A.J. Green","Demaryius Thomas","Nelson Agholor","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Latavius Murray","A.J. Green","Demaryius Thomas","Nelson Agholor","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Latavius Murray","A.J. Green","Demaryius Thomas","Nelson Agholor","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Latavius Murray","A.J. Green","Demaryius Thomas","Nelson Agholor","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Latavius Murray","A.J. Green","Dez Bryant","Nelson Agholor","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Jeremy Maclin","Nelson Agholor","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Keenan Allen","Nelson Agholor","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Latavius Murray","A.J. Green","Larry Fitzgerald","Nelson Agholor","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Allen Robinson","Rueben Randle","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Brandon Marshall","Rueben Randle","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Latavius Murray","A.J. Green","Dez Bryant","Rueben Randle","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Latavius Murray","A.J. Green","Dez Bryant","Rueben Randle","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Latavius Murray","A.J. Green","Dez Bryant","Rueben Randle","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Jarvis Landry","Rueben Randle","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Jordan Matthews","Rueben Randle","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Latavius Murray","A.J. Green","Julio Jones","Rueben Randle","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Bishop Sankey","Latavius Murray","A.J. Green","Julio Jones","Rueben Randle","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Latavius Murray","A.J. Green","Julio Jones","Rueben Randle","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Marques Colston","Rueben Randle","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Latavius Murray","A.J. Green","Nelson Agholor","Rueben Randle","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Allen Robinson","Steve Smith Sr.","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Latavius Murray","A.J. Green","Calvin Johnson","Steve Smith Sr.","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Latavius Murray","A.J. Green","Davante Adams","Steve Smith Sr.","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Latavius Murray","A.J. Green","Davante Adams","Steve Smith Sr.","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Latavius Murray","A.J. Green","Dez Bryant","Steve Smith Sr.","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Latavius Murray","A.J. Green","John Brown","Steve Smith Sr.","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Jordan Matthews","Steve Smith Sr.","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Larry Fitzgerald","Steve Smith Sr.","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Latavius Murray","A.J. Green","Marques Colston","Steve Smith Sr.","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Latavius Murray","A.J. Green","Rueben Randle","Steve Smith Sr.","Martellus Bennett","Vincent Jackson","Indianapolis Colts"
"Tyrod Taylor","Lamar Miller","Darren McFadden","Jordan Matthews","A.J. Green","Amari Cooper","Martellus Bennett","Demaryius Thomas","Seattle Seahawks"
"Tyrod Taylor","Eddie Lacy","Darren McFadden","Jordan Matthews","A.J. Green","Andre Johnson","Martellus Bennett","Demaryius Thomas","Seattle Seahawks"
"Tyrod Taylor","Eddie Lacy","Darren McFadden","Jordan Matthews","A.J. Green","Brandon Marshall","Martellus Bennett","Demaryius Thomas","Seattle Seahawks"
"Tyrod Taylor","Mark Ingram","Darren McFadden","Jordan Matthews","A.J. Green","Calvin Johnson","Martellus Bennett","Demaryius Thomas","Seattle Seahawks"
"Tyrod Taylor","Lamar Miller","Darren McFadden","Jordan Matthews","Allen Robinson","Calvin Johnson","Martellus Bennett","Demaryius Thomas","Seattle Seahawks"
"Tyrod Taylor","Jamaal Charles","Darren McFadden","Jordan Matthews","Calvin Johnson","Davante Adams","Martellus Bennett","Demaryius Thomas","Seattle Seahawks"
"Tyrod Taylor","Lamar Miller","Darren McFadden","Jordan Matthews","A.J. Green","Demaryius Thomas","Martellus Bennett","Golden Tate","Seattle Seahawks"
